kunde_id,maaned,innlogginger,korttransaksjoner
K125379,2025-07,20,66
K125379,2025-08,21,63
K125379,2025-09,23,58
K125379,2025-10,15,50
K125379,2025-11,17,56
K125379,2025-12,18,59
K125380,2024-01,34,70
K125380,2024-02,34,81
K125380,2024-03,29,95
K125380,2024-04,46,83
K125380,2024-05,23,87
K125380,2024-06,27,93
K125380,2024-07,29,72
K125380,2024-08,37,97
K125380,2024-09,27,89
K125380,2024-10,38,90
K125380,2024-11,29,84
K125380,2024-12,34,88
K125380,2025-01,24,71
K125380,2025-02,36,96
K125380,2025-03,35,84
K125380,2025-04,31,89
K125380,2025-05,38,95
K125380,2025-06,35,78
K125380,2025-07,32,88
K125380,2025-08,25,76
K125380,2025-09,21,59
K125380,2025-10,30,69
K125380,2025-11,27,67
K125380,2025-12,21,88
K125381,2024-01,8,26
K125381,2024-02,5,21
K125381,2024-03,8,19
K125381,2024-04,1,14
K125381,2024-05,5,25
K125381,2024-06,5,21
K125381,2024-07,5,18
K125381,2024-08,6,26
K125381,2024-09,8,31
K125381,2024-10,3,17
K125381,2024-11,5,23
K125381,2024-12,5,16
K125381,2025-01,4,31
K125381,2025-02,8,26
K125381,2025-03,3,22
K125381,2025-04,6,24
K125381,2025-05,6,12
K125381,2025-06,6,19
K125381,2025-07,2,32
K125381,2025-08,4,14
K125381,2025-09,6,32
K125381,2025-10,4,15
K125381,2025-11,4,26
K125381,2025-12,5,27
K125382,2024-01,13,35
K125382,2024-02,20,39
K125382,2024-03,9,40
K125382,2024-04,16,45
K125382,2024-05,21,42
K125382,2024-06,14,38
K125382,2024-07,9,41
K125382,2024-08,14,39
K125382,2024-09,11,41
K125382,2024-10,16,41
K125382,2024-11,21,44
K125382,2024-12,19,37
K125382,2025-01,17,55
K125382,2025-02,18,49
K125382,2025-03,15,34
K125382,2025-04,21,43
K125382,2025-05,18,34
K125382,2025-06,14,49
K125382,2025-07,11,49
K125382,2025-08,15,41
K125382,2025-09,13,43
K125382,2025-10,10,42
K125382,2025-11,13,40
K125382,2025-12,14,48
K125383,2024-01,23,71
K125383,2024-02,15,58
K125383,2024-03,23,76
K125383,2024-04,25,62
K125383,2024-05,28,52
K125383,2024-06,21,69
K125383,2024-07,18,57
K125383,2024-08,18,65
K125383,2024-09,23,55
K125383,2024-10,19,54
K125383,2024-11,16,57
K125383,2024-12,21,73
K125383,2025-01,28,64
K125383,2025-02,22,61
K125383,2025-03,24,45
K125383,2025-04,26,63
K125383,2025-05,21,73
K125383,2025-06,22,45
K125383,2025-07,15,49
K125383,2025-08,16,67
K125383,2025-09,19,52
K125383,2025-10,19,53
K125383,2025-11,12,45
K125383,2025-12,18,40
K125384,2024-01,19,66
K125384,2024-02,25,63
K125384,2024-03,23,62
K125384,2024-04,27,54
K125384,2024-05,19,47
K125384,2024-06,29,67
K125384,2024-07,16,45
K125384,2024-08,19,58
K125384,2024-09,15,61
K125384,2024-10,17,39
K125384,2024-11,22,49
K125384,2024-12,18,43
K125384,2025-01,13,59
K125384,2025-02,18,57
K125384,2025-03,16,49
K125384,2025-04,27,47
K125384,2025-05,26,62
K125384,2025-06,15,53
K125384,2025-07,21,49
K125384,2025-08,16,45
K125384,2025-09,21,63
K125384,2025-10,18,53
K125384,2025-11,18,58
K125384,2025-12,19,50
K125385,2024-01,15,32
K125385,2024-02,7,31
K125385,2024-03,8,39
K125385,2024-04,12,46
K125385,2024-05,7,35
K125385,2024-06,14,35
K125385,2024-07,14,28
K125385,2024-08,13,35
K125385,2024-09,15,34
K125385,2024-10,9,30
K125385,2024-11,19,31
K125385,2024-12,10,36
K125385,2025-01,19,41
K125385,2025-02,19,39
K125385,2025-03,9,44
K125385,2025-04,14,46
K125385,2025-05,9,45
K125385,2025-06,10,40
K125385,2025-07,10,33
K125385,2025-08,15,32
K125385,2025-09,12,38
K125385,2025-10,17,40
K125385,2025-11,12,32
K125385,2025-12,12,31
K125386,2024-01,25,43
K125386,2024-02,24,52
K125386,2024-03,15,36
K125386,2024-04,14,57
K125386,2024-05,18,43
K125386,2024-06,15,36
K125386,2024-07,17,34
K125386,2024-08,18,42
K125386,2024-09,14,46
K125386,2024-10,14,39
K125386,2024-11,18,36
K125386,2024-12,13,45
K125386,2025-01,17,39
K125386,2025-02,20,50
K125386,2025-03,16,46
K125386,2025-04,22,30
K125386,2025-05,21,55
K125386,2025-06,12,43
K125386,2025-07,12,56
K125386,2025-08,15,52
K125386,2025-09,10,37
K125386,2025-10,9,45
K125386,2025-11,13,39
K125386,2025-12,12,43
K125387,2024-01,12,37
K125387,2024-02,12,37
K125387,2024-03,20,44
K125387,2024-04,17,41
K125387,2024-05,7,33
K125387,2024-06,20,44
K125387,2024-07,13,53
K125387,2024-08,20,44
K125387,2024-09,13,49
K125387,2024-10,11,37
K125387,2024-11,14,38
K125387,2024-12,6,26
K125387,2025-01,8,35
K125387,2025-02,7,45
K125387,2025-03,14,50
K125387,2025-04,13,45
K125387,2025-05,13,35
K125387,2025-06,15,43
K125387,2025-07,13,47
K125387,2025-08,9,39
K125387,2025-09,16,33
K125387,2025-10,8,42
K125387,2025-11,12,38
K125387,2025-12,17,35
K125388,2024-01,7,20
K125388,2024-02,2,15
K125388,2024-03,4,15
K125388,2024-04,6,18
K125388,2024-05,3,22
K125388,2024-06,5,20
K125388,2024-07,7,13
K125388,2024-08,4,15
K125388,2024-09,3,24
K125388,2024-10,5,14
K125388,2024-11,5,20
K125388,2024-12,2,18
K125388,2025-01,2,17
K125388,2025-02,7,20
K125388,2025-03,6,17
K125388,2025-04,9,18
K125388,2025-05,3,19
K125388,2025-06,4,20
K125388,2025-07,6,28
K125388,2025-08,1,25
K125388,2025-09,3,17
K125388,2025-10,3,20
K125388,2025-11,3,15
K125388,2025-12,6,21
K125389,2024-01,19,48
K125389,2024-02,22,43
K125389,2024-03,22,50
K125389,2024-04,19,57
K125389,2024-05,16,54
K125389,2024-06,17,48
K125389,2024-07,16,45
K125389,2024-08,17,50
K125389,2024-09,20,52
K125389,2024-10,13,41
K125389,2024-11,20,49
K125389,2024-12,20,61
K125389,2025-01,30,58
K125389,2025-02,19,50
K125389,2025-03,22,52
K125389,2025-04,22,62
K125389,2025-05,20,61
K125389,2025-06,25,54
K125389,2025-07,25,58
K125389,2025-08,30,81
K125389,2025-09,24,49
K125389,2025-10,20,43
K125389,2025-11,17,57
K125389,2025-12,24,49
K125390,2024-01,21,49
K125390,2024-02,17,31
K125390,2024-03,22,45
K125390,2024-04,11,47
K125390,2024-05,16,44
K125390,2024-06,20,43
K125390,2024-07,16,41
K125390,2024-08,12,52
K125390,2024-09,18,39
K125390,2024-10,13,41
K125390,2024-11,15,35
K125390,2024-12,12,35
K125390,2025-01,12,36
K125390,2025-02,13,41
K125390,2025-03,16,41
K125390,2025-04,16,48
K125390,2025-05,15,45
K125390,2025-06,13,54
K125390,2025-07,18,45
K125390,2025-08,17,40
K125390,2025-09,13,36
K125390,2025-10,12,51
K125390,2025-11,15,57
K125390,2025-12,19,49
K125391,2024-01,7,26
K125391,2024-02,7,34
K125391,2024-03,7,32
K125391,2024-04,6,32
K125391,2024-05,11,35
K125391,2024-06,12,35
K125391,2024-07,12,34
K125391,2024-08,13,35
K125391,2024-09,10,25
K125391,2024-10,9,24
K125391,2024-11,7,32
K125391,2024-12,14,42
K125391,2025-01,12,34
K125391,2025-02,6,36
K125391,2025-03,11,26
K125391,2025-04,13,31
K125391,2025-05,9,29
K125391,2025-06,10,44
K125391,2025-07,12,24
K125391,2025-08,10,37
K125391,2025-09,10,36
K125391,2025-10,13,30
K125391,2025-11,18,34
K125391,2025-12,8,21
K125392,2024-01,16,63
K125392,2024-02,14,52
K125392,2024-03,13,60
K125392,2024-04,27,58
K125392,2024-05,19,59
K125392,2024-06,19,70
K125392,2024-07,24,41
K125392,2024-08,20,44
K125392,2024-09,15,56
K125392,2024-10,17,53
K125392,2024-11,23,50
K125392,2024-12,15,45
K125392,2025-01,19,59
K125392,2025-02,22,60
K125392,2025-03,26,65
K125392,2025-04,23,69
K125392,2025-05,18,40
K125392,2025-06,19,45
K125392,2025-07,28,49
K125392,2025-08,19,57
K125392,2025-09,15,55
K125392,2025-10,26,35
K125392,2025-11,18,58
K125392,2025-12,26,56
K125393,2024-01,14,46
K125393,2024-02,14,37
K125393,2024-03,9,59
K125393,2024-04,19,55
K125393,2024-05,24,45
K125393,2024-06,11,47
K125393,2024-07,18,44
K125393,2024-08,11,51
K125393,2024-09,24,49
K125393,2024-10,14,30
K125393,2024-11,12,42
K125393,2024-12,17,42
K125393,2025-01,13,52
K125393,2025-02,14,37
K125393,2025-03,14,37
K125393,2025-04,14,42
K125393,2025-05,15,52
K125393,2025-06,15,48
K125393,2025-07,15,41
K125393,2025-08,8,48
K125393,2025-09,13,61
K125393,2025-10,13,42
K125393,2025-11,18,47
K125393,2025-12,20,45
K125394,2024-01,23,48
K125394,2024-02,14,57
K125394,2024-03,13,49
K125394,2024-04,19,48
K125394,2024-05,26,58
K125394,2024-06,16,55
K125394,2024-07,13,40
K125394,2024-08,16,48
K125394,2024-09,14,65
K125394,2024-10,18,36
K125394,2024-11,18,39
K125394,2024-12,13,49
K125394,2025-01,15,37
K125394,2025-02,20,53
K125394,2025-03,27,40
K125394,2025-04,23,58
K125394,2025-05,18,66
K125394,2025-06,10,66
K125394,2025-07,18,39
K125394,2025-08,11,53
K125394,2025-09,19,32
K125394,2025-10,17,54
K125394,2025-11,16,56
K125394,2025-12,15,56
K125395,2024-01,17,44
K125395,2024-02,19,52
K125395,2024-03,14,46
K125395,2024-04,7,44
K125395,2024-05,16,34
K125395,2024-06,16,57
K125395,2024-07,17,42
K125395,2024-08,17,41
K125395,2024-09,15,42
K125395,2024-10,11,40
K125395,2024-11,17,59
K125395,2024-12,19,48
K125395,2025-01,19,61
K125395,2025-02,22,51
K125395,2025-03,25,42
K125395,2025-04,12,38
K125395,2025-05,15,55
K125395,2025-06,17,30
K125395,2025-07,15,39
K125395,2025-08,14,41
K125395,2025-09,17,46
K125395,2025-10,12,34
K125395,2025-11,11,26
K125395,2025-12,5,29
K125396,2024-01,21,52
K125396,2024-02,20,68
K125396,2024-03,25,62
K125396,2024-04,20,64
K125396,2024-05,17,53
K125396,2024-06,13,63
K125396,2024-07,16,45
K125396,2024-08,17,60
K125396,2024-09,15,47
K125396,2024-10,27,54
K125396,2024-11,11,44
K125396,2024-12,25,59
K125396,2025-01,19,43
K125396,2025-02,27,49
K125396,2025-03,9,65
K125396,2025-04,19,56
K125396,2025-05,19,63
K125396,2025-06,20,54
K125396,2025-07,10,48
K125396,2025-08,23,52
K125396,2025-09,16,58
K125396,2025-10,9,42
K125396,2025-11,15,43
K125396,2025-12,11,46
K125397,2024-01,21,60
K125397,2024-02,21,68
K125397,2024-03,17,52
K125397,2024-04,20,62
K125397,2024-05,24,66
K125397,2024-06,18,56
K125397,2024-07,17,48
K125397,2024-08,24,63
K125397,2024-09,26,55
K125397,2024-10,16,54
K125397,2024-11,22,36
K125397,2024-12,8,52
K125397,2025-01,23,42
K125397,2025-02,24,51
K125397,2025-03,19,46
K125397,2025-04,19,50
K125397,2025-05,28,65
K125397,2025-06,24,55
K125397,2025-07,27,48
K125397,2025-08,24,47
K125397,2025-09,24,56
K125397,2025-10,22,51
K125397,2025-11,21,44
K125397,2025-12,23,49
K125398,2024-01,21,50
K125398,2024-02,15,51
K125398,2024-03,17,51
K125398,2024-04,18,58
K125398,2024-05,11,56
K125398,2024-06,19,55
K125398,2024-07,12,48
K125398,2024-08,15,49
K125398,2024-09,22,56
K125398,2024-10,20,41
K125398,2024-11,22,36
K125398,2024-12,28,48
K125398,2025-01,15,56
K125398,2025-02,16,38
K125398,2025-03,17,56
K125398,2025-04,19,78
K125398,2025-05,21,59
K125398,2025-06,20,48
K125398,2025-07,14,57
K125398,2025-08,15,57
K125398,2025-09,18,55
K125398,2025-10,14,43
K125398,2025-11,24,47
K125398,2025-12,19,36
K125399,2024-01,6,15
K125399,2024-02,3,15
K125399,2024-03,1,14
K125399,2024-04,4,12
K125399,2024-05,3,11
K125399,2024-06,2,7
K125399,2024-07,1,10
K125399,2024-08,2,14
K125399,2024-09,0,13
K125399,2024-10,2,8
K125399,2024-11,0,12
K125399,2024-12,2,16
K125399,2025-01,1,12
K125399,2025-02,2,21
K125399,2025-03,2,11
K125399,2025-04,4,16
K125399,2025-05,2,13
K125399,2025-06,2,15
K125399,2025-07,1,11
K125399,2025-08,2,16
K125399,2025-09,3,14
K125399,2025-10,1,15
K125399,2025-11,2,15
K125399,2025-12,1,7
K125400,2024-01,6,33
K125400,2024-02,7,28
K125400,2024-03,4,25
K125400,2024-04,5,25
K125400,2024-05,6,30
K125400,2024-06,7,20
K125400,2024-07,9,21
K125400,2024-08,4,21
K125400,2024-09,5,24
K125400,2024-10,5,11
K125400,2024-11,9,22
K125400,2024-12,7,23
K125400,2025-01,8,28
K125400,2025-02,6,15
K125400,2025-03,10,22
K125400,2025-04,8,24
K125400,2025-05,3,30
K125400,2025-06,7,29
K125400,2025-07,10,22
K125400,2025-08,6,15
K125400,2025-09,4,23
K125400,2025-10,9,21
K125400,2025-11,1,20
K125400,2025-12,6,18
K125401,2024-01,24,51
K125401,2024-02,23,47
K125401,2024-03,27,81
K125401,2024-04,18,65
K125401,2024-05,25,61
K125401,2024-06,24,58
K125401,2024-07,26,43
K125401,2024-08,20,79
K125401,2024-09,15,60
K125401,2024-10,13,50
K125401,2024-11,12,43
K125401,2024-12,18,53
K125401,2025-01,17,61
K125401,2025-02,19,63
K125401,2025-03,22,65
K125401,2025-04,15,68
K125401,2025-05,22,63
K125401,2025-06,16,54
K125401,2025-07,14,57
K125401,2025-08,20,41
K125401,2025-09,29,61
K125401,2025-10,21,47
K125401,2025-11,12,49
K125401,2025-12,19,46
K125402,2024-01,14,28
K125402,2024-02,17,32
K125402,2024-03,13,34
K125402,2024-04,8,33
K125402,2024-05,4,26
K125402,2024-06,15,40
K125402,2024-07,17,39
K125402,2024-08,8,30
K125402,2024-09,12,46
K125402,2024-10,7,33
K125402,2024-11,11,31
K125402,2024-12,7,29
K125402,2025-01,10,41
K125402,2025-02,13,41
K125402,2025-03,9,28
K125402,2025-04,9,50
K125402,2025-05,15,38
K125402,2025-06,10,29
K125402,2025-07,16,44
K125402,2025-08,7,28
K125402,2025-09,10,31
K125402,2025-10,11,27
K125402,2025-11,9,35
K125402,2025-12,13,29
K125403,2024-01,11,27
K125403,2024-02,8,38
K125403,2024-03,11,22
K125403,2024-04,7,36
K125403,2024-05,13,35
K125403,2024-06,6,33
K125403,2024-07,10,26
K125403,2024-08,9,27
K125403,2024-09,3,23
K125403,2024-10,3,29
K125403,2024-11,6,35
K125403,2024-12,12,24
K125403,2025-01,7,28
K125403,2025-02,8,33
K125403,2025-03,13,34
K125403,2025-04,11,40
K125403,2025-05,6,35
K125403,2025-06,11,17
K125403,2025-07,12,37
K125403,2025-08,12,18
K125403,2025-09,4,18
K125403,2025-10,11,25
K125403,2025-11,2,20
K125403,2025-12,4,11
K125404,2024-01,20,55
K125404,2024-02,16,42
K125404,2024-03,29,61
K125404,2024-04,16,52
K125404,2024-05,17,51
K125404,2024-06,16,57
K125404,2024-07,24,42
K125404,2024-08,27,56
K125404,2024-09,22,60
K125404,2024-10,16,42
K125404,2024-11,22,48
K125404,2024-12,28,55
K125404,2025-01,23,68
K125404,2025-02,16,48
K125404,2025-03,22,56
K125404,2025-04,21,72
K125404,2025-05,21,69
K125404,2025-06,23,62
K125404,2025-07,21,50
K125404,2025-08,13,31
K125404,2025-09,15,44
K125404,2025-10,15,43
K125404,2025-11,9,31
K125404,2025-12,12,37
K125405,2024-01,5,17
K125405,2024-02,2,15
K125405,2024-03,3,12
K125405,2024-04,2,22
K125405,2024-05,1,22
K125405,2024-06,2,20
K125405,2024-07,5,16
K125405,2024-08,6,14
K125405,2024-09,2,16
K125405,2024-10,8,12
K125405,2024-11,5,17
K125405,2024-12,3,12
K125405,2025-01,4,14
K125405,2025-02,1,13
K125405,2025-03,3,14
K125405,2025-04,5,22
K125405,2025-05,5,19
K125405,2025-06,3,17
K125405,2025-07,3,16
K125405,2025-08,4,17
K125405,2025-09,3,19
K125405,2025-10,4,14
K125405,2025-11,8,16
K125405,2025-12,1,8
K125406,2024-01,10,41
K125406,2024-02,10,36
K125406,2024-03,11,29
K125406,2024-04,5,40
K125406,2024-05,9,21
K125406,2024-06,9,35
K125406,2024-07,5,29
K125406,2024-08,9,40
K125406,2024-09,4,31
K125406,2024-10,16,28
K125406,2024-11,8,24
K125406,2024-12,11,34
K125406,2025-01,6,26
K125406,2025-02,8,39
K125406,2025-03,8,39
K125406,2025-04,11,24
K125406,2025-05,11,39
K125406,2025-06,9,31
K125406,2025-07,7,36
K125406,2025-08,9,35
K125406,2025-09,8,32
K125406,2025-10,8,31
K125406,2025-11,13,31
K125406,2025-12,6,29
K125407,2024-01,10,27
K125407,2024-02,6,17
K125407,2024-03,7,30
K125407,2024-04,5,26
K125407,2024-05,3,23
K125407,2024-06,4,25
K125407,2024-07,4,29
K125407,2024-08,4,13
K125407,2024-09,11,27
K125407,2024-10,9,27
K125407,2024-11,3,17
K125407,2024-12,6,27
K125407,2025-01,6,30
K125407,2025-02,6,26
K125407,2025-03,5,27
K125407,2025-04,6,22
K125407,2025-05,9,20
K125407,2025-06,7,16
K125407,2025-07,5,22
K125407,2025-08,7,24
K125407,2025-09,4,31
K125407,2025-10,6,27
K125407,2025-11,7,16
K125407,2025-12,12,21
K125408,2024-01,14,30
K125408,2024-02,15,47
K125408,2024-03,12,37
K125408,2024-04,22,49
K125408,2024-05,17,42
K125408,2024-06,23,33
K125408,2024-07,18,52
K125408,2024-08,22,51
K125408,2024-09,13,36
K125408,2024-10,8,33
K125408,2024-11,13,46
K125408,2024-12,13,37
K125408,2025-01,22,43
K125408,2025-02,23,48
K125408,2025-03,17,51
K125408,2025-04,13,40
K125408,2025-05,18,45
K125408,2025-06,11,40
K125408,2025-07,20,43
K125408,2025-08,13,33
K125408,2025-09,16,53
K125408,2025-10,8,41
K125408,2025-11,21,32
K125408,2025-12,15,40
K125409,2024-01,6,36
K125409,2024-02,12,37
K125409,2024-03,13,45
K125409,2024-04,12,49
K125409,2024-05,10,28
K125409,2024-06,17,32
K125409,2024-07,11,41
K125409,2024-08,8,37
K125409,2024-09,12,29
K125409,2024-10,12,36
K125409,2024-11,13,46
K125409,2024-12,9,36
K125409,2025-01,12,30
K125409,2025-02,14,46
K125409,2025-03,10,29
K125409,2025-04,10,47
K125409,2025-05,15,32
K125409,2025-06,14,41
K125409,2025-07,6,37
K125409,2025-08,10,32
K125409,2025-09,10,32
K125409,2025-10,10,34
K125409,2025-11,7,24
K125409,2025-12,9,42
K125410,2024-01,14,63
K125410,2024-02,24,50
K125410,2024-03,13,41
K125410,2024-04,13,53
K125410,2024-05,13,49
K125410,2024-06,17,53
K125410,2024-07,19,54
K125410,2024-08,14,56
K125410,2024-09,27,44
K125410,2024-10,13,47
K125410,2024-11,14,43
K125410,2024-12,16,46
K125410,2025-01,18,41
K125410,2025-02,15,53
K125410,2025-03,16,59
K125410,2025-04,23,65
K125410,2025-05,20,52
K125410,2025-06,16,61
K125410,2025-07,14,43
K125410,2025-08,21,38
K125410,2025-09,16,43
K125410,2025-10,16,48
K125410,2025-11,21,53
K125410,2025-12,21,44
K125411,2024-01,23,71
K125411,2024-02,27,64
K125411,2024-03,22,70
K125411,2024-04,22,61
K125411,2024-05,21,62
K125411,2024-06,18,54
K125411,2024-07,23,58
K125411,2024-08,23,53
K125411,2024-09,26,56
K125411,2024-10,26,57
K125411,2024-11,27,82
K125411,2024-12,25,56
K125411,2025-01,24,75
K125411,2025-02,17,64
K125411,2025-03,26,72
K125411,2025-04,13,60
K125411,2025-05,20,74
K125411,2025-06,31,63
K125411,2025-07,23,71
K125411,2025-08,23,63
K125411,2025-09,20,73
K125411,2025-10,14,59
K125411,2025-11,17,57
K125411,2025-12,21,72
K125412,2024-01,9,23
K125412,2024-02,4,24
K125412,2024-03,3,16
K125412,2024-04,5,24
K125412,2024-05,8,19
K125412,2024-06,5,24
K125412,2024-07,8,12
K125412,2024-08,9,17
K125412,2024-09,5,18
K125412,2024-10,6,17
K125412,2024-11,7,17
K125412,2024-12,6,17
K125412,2025-01,6,20
K125412,2025-02,8,26
K125412,2025-03,7,19
K125412,2025-04,8,27
K125412,2025-05,1,20
K125412,2025-06,4,24
K125412,2025-07,7,23
K125412,2025-08,6,12
K125412,2025-09,11,23
K125412,2025-10,5,19
K125412,2025-11,3,21
K125412,2025-12,4,20
K125413,2024-01,26,87
K125413,2024-02,13,75
K125413,2024-03,33,76
K125413,2024-04,24,76
K125413,2024-05,28,72
K125413,2024-06,18,62
K125413,2024-07,19,68
K125413,2024-08,35,68
K125413,2024-09,30,66
K125413,2024-10,24,62
K125413,2024-11,31,62
K125413,2024-12,35,68
K125413,2025-01,25,78
K125413,2025-02,15,67
K125413,2025-03,25,52
K125413,2025-04,22,51
K125413,2025-05,24,70
K125413,2025-06,25,68
K125413,2025-07,36,76
K125413,2025-08,23,57
K125413,2025-09,21,61
K125413,2025-10,22,63
K125413,2025-11,12,59
K125413,2025-12,23,49
K125414,2024-01,0,12
K125414,2024-02,0,9
K125414,2024-03,0,10
K125414,2024-04,0,7
K125414,2024-05,0,8
K125414,2024-06,0,10
K125414,2024-07,2,7
K125414,2024-08,1,8
K125414,2024-09,0,14
K125414,2024-10,0,9
K125414,2024-11,0,7
K125414,2024-12,0,11
K125414,2025-01,0,5
K125414,2025-02,0,9
K125414,2025-03,0,10
K125414,2025-04,0,14
K125414,2025-05,1,7
K125414,2025-06,0,11
K125414,2025-07,0,4
K125414,2025-08,0,9
K125414,2025-09,0,9
K125414,2025-10,0,11
K125414,2025-11,0,10
K125414,2025-12,1,18
K125415,2024-01,8,24
K125415,2024-02,8,22
K125415,2024-03,10,20
K125415,2024-04,10,24
K125415,2024-05,12,37
K125415,2024-06,11,27
K125415,2024-07,6,16
K125415,2024-08,6,21
K125415,2024-09,10,18
K125415,2024-10,12,26
K125415,2024-11,10,24
K125415,2024-12,10,23
K125415,2025-01,15,14
K125415,2025-02,9,20
K125415,2025-03,10,28
K125415,2025-04,6,29
K125415,2025-05,15,30
K125415,2025-06,14,26
K125415,2025-07,3,32
K125415,2025-08,8,16
K125415,2025-09,8,32
K125415,2025-10,8,29
K125415,2025-11,7,15
K125415,2025-12,8,30
K125416,2024-01,0,10
K125416,2024-02,0,9
K125416,2024-03,0,10
K125416,2024-04,0,8
K125416,2024-05,0,6
K125416,2024-06,0,7
K125416,2024-07,0,7
K125416,2024-08,0,8
K125416,2024-09,0,6
K125416,2024-10,0,2
K125416,2024-11,1,6
K125416,2024-12,0,5
K125416,2025-01,0,5
K125416,2025-02,0,10
K125416,2025-03,0,11
K125416,2025-04,0,7
K125416,2025-05,0,7
K125416,2025-06,1,10
K125416,2025-07,0,13
K125416,2025-08,1,8
K125416,2025-09,0,8
K125416,2025-10,0,5
K125416,2025-11,0,7
K125416,2025-12,0,10
K125417,2024-01,7,32
K125417,2024-02,11,30
K125417,2024-03,13,28
K125417,2024-04,13,27
K125417,2024-05,12,31
K125417,2024-06,15,24
K125417,2024-07,10,25
K125417,2024-08,13,37
K125417,2024-09,8,37
K125417,2024-10,5,34
K125417,2024-11,10,33
K125417,2024-12,12,34
K125417,2025-01,6,39
K125417,2025-02,8,28
K125417,2025-03,11,27
K125417,2025-04,11,36
K125417,2025-05,10,27
K125417,2025-06,12,29
K125417,2025-07,15,33
K125417,2025-08,5,29
K125417,2025-09,9,28
K125417,2025-10,9,28
K125417,2025-11,9,10
K125417,2025-12,4,20
K125418,2024-01,19,53
K125418,2024-02,24,73
K125418,2024-03,15,49
K125418,2024-04,13,48
K125418,2024-05,17,61
K125418,2024-06,20,43
K125418,2024-07,21,50
K125418,2024-08,16,42
K125418,2024-09,18,40
K125418,2024-10,18,42
K125418,2024-11,15,51
K125418,2024-12,14,54
K125418,2025-01,14,49
K125418,2025-02,20,39
K125418,2025-03,15,51
K125418,2025-04,23,66
K125418,2025-05,13,57
K125418,2025-06,21,63
K125418,2025-07,19,62
K125418,2025-08,22,40
K125418,2025-09,22,46
K125418,2025-10,17,51
K125418,2025-11,18,54
K125418,2025-12,17,49
K125419,2024-01,29,56
K125419,2024-02,22,56
K125419,2024-03,27,62
K125419,2024-04,24,65
K125419,2024-05,15,64
K125419,2024-06,17,59
K125419,2024-07,16,53
K125419,2024-08,22,68
K125419,2024-09,23,58
K125419,2024-10,15,59
K125419,2024-11,21,48
K125419,2024-12,18,56
K125419,2025-01,21,49
K125419,2025-02,23,65
K125419,2025-03,25,57
K125419,2025-04,15,67
K125419,2025-05,11,70
K125419,2025-06,15,66
K125419,2025-07,19,60
K125419,2025-08,29,71
K125419,2025-09,15,62
K125419,2025-10,13,67
K125419,2025-11,21,61
K125419,2025-12,22,66
K125420,2024-01,4,19
K125420,2024-02,2,16
K125420,2024-03,6,14
K125420,2024-04,4,19
K125420,2024-05,5,14
K125420,2024-06,5,13
K125420,2024-07,5,14
K125420,2024-08,2,20
K125420,2024-09,7,23
K125420,2024-10,1,17
K125420,2024-11,2,20
K125420,2024-12,2,18
K125420,2025-01,5,17
K125420,2025-02,8,18
K125420,2025-03,4,16
K125420,2025-04,4,25
K125420,2025-05,4,15
K125420,2025-06,6,21
K125420,2025-07,4,20
K125420,2025-08,4,23
K125420,2025-09,4,12
K125420,2025-10,6,19
K125420,2025-11,2,22
K125420,2025-12,7,20
K125421,2024-01,10,47
K125421,2024-02,15,45
K125421,2024-03,15,64
K125421,2024-04,18,47
K125421,2024-05,25,43
K125421,2024-06,14,52
K125421,2024-07,14,42
K125421,2024-08,14,54
K125421,2024-09,12,48
K125421,2024-10,11,35
K125421,2024-11,9,34
K125421,2024-12,19,47
K125421,2025-01,22,48
K125421,2025-02,21,42
K125421,2025-03,19,54
K125421,2025-04,15,46
K125421,2025-05,15,42
K125421,2025-06,20,49
K125421,2025-07,13,38
K125421,2025-08,15,44
K125421,2025-09,23,40
K125421,2025-10,16,43
K125421,2025-11,12,38
K125421,2025-12,13,42
K125422,2024-01,19,43
K125422,2024-02,17,56
K125422,2024-03,24,72
K125422,2024-04,13,45
K125422,2024-05,19,45
K125422,2024-06,12,66
K125422,2024-07,9,41
K125422,2024-08,10,39
K125422,2024-09,13,55
K125422,2024-10,20,67
K125422,2024-11,16,44
K125422,2024-12,19,60
K125422,2025-01,22,46
K125422,2025-02,21,47
K125422,2025-03,24,69
K125422,2025-04,19,56
K125422,2025-05,24,59
K125422,2025-06,16,62
K125422,2025-07,17,39
K125422,2025-08,19,42
K125422,2025-09,18,49
K125422,2025-10,15,55
K125422,2025-11,14,47
K125422,2025-12,15,48
K125423,2024-01,3,15
K125423,2024-02,8,22
K125423,2024-03,9,20
K125423,2024-04,8,27
K125423,2024-05,3,17
K125423,2024-06,3,16
K125423,2024-07,0,21
K125423,2024-08,2,17
K125423,2024-09,7,26
K125423,2024-10,7,17
K125423,2024-11,4,26
K125423,2024-12,3,21
K125423,2025-01,4,25
K125423,2025-02,6,18
K125423,2025-03,8,21
K125423,2025-04,5,23
K125423,2025-05,5,25
K125423,2025-06,7,27
K125423,2025-07,8,21
K125423,2025-08,5,19
K125423,2025-09,1,9
K125423,2025-10,9,16
K125423,2025-11,3,17
K125423,2025-12,11,19
K125424,2024-01,18,43
K125424,2024-02,19,63
K125424,2024-03,17,47
K125424,2024-04,17,59
K125424,2024-05,17,61
K125424,2024-06,21,65
K125424,2024-07,15,41
K125424,2024-08,25,70
K125424,2024-09,13,41
K125424,2024-10,12,46
K125424,2024-11,23,67
K125424,2024-12,12,49
K125424,2025-01,32,58
