kunde_id_1,kunde_id_2,relasjon
K129098,K110580,medlaantaker
K108672,K127043,husstand
K133069,K105502,husstand
K119100,K104827,husstand
K111272,K117119,medlaantaker
K107775,K125146,husstand
K101161,K111254,husstand
K122823,K109675,husstand
K121620,K124929,husstand
K139125,K136308,husstand
K128501,K115742,husstand
K132498,K103733,husstand
K129435,K126925,husstand
K120660,K109455,husstand
K106192,K101112,husstand
K115088,K119886,husstand
K119351,K102091,medlaantaker
K102752,K136632,husstand
K133410,K110414,husstand
K127985,K101082,husstand
K130996,K115538,medlaantaker
K111230,K134202,husstand
K128173,K136394,husstand
K136514,K104828,husstand
K134363,K127800,husstand
K100345,K110795,husstand
K103771,K115661,husstand
K115342,K113117,husstand
K115073,K118698,husstand
K135866,K100850,husstand
K127671,K139829,husstand
K121298,K117273,medlaantaker
K129357,K126958,husstand
K136572,K118309,husstand
K100302,K129517,husstand
K125584,K104038,husstand
K120424,K122310,husstand
K136998,K121650,husstand
K105014,K110336,husstand
K115824,K123292,husstand
K103284,K131435,husstand
K138131,K110065,husstand
K132941,K130445,husstand
K131530,K112804,husstand
K108291,K115183,husstand
K101919,K136664,husstand
K118058,K106277,husstand
K113786,K119876,husstand
K106485,K102874,husstand
K122330,K114668,medlaantaker
K115200,K136881,husstand
K114466,K106055,husstand
K138121,K122450,husstand
K117804,K107354,husstand
K134413,K107827,medlaantaker
K137637,K111195,husstand
K125593,K128172,husstand
K122684,K118382,husstand
K136250,K112048,husstand
K122912,K103072,husstand
K122906,K129332,husstand
K139741,K131509,husstand
K129477,K131605,husstand
K138919,K127640,husstand
K134295,K127369,medlaantaker
K135278,K111418,husstand
K116990,K109210,husstand
K118141,K132548,medlaantaker
K122927,K106322,husstand
K135053,K136750,husstand
K102624,K113215,husstand
K139882,K136973,husstand
K137133,K103167,husstand
K114552,K122013,medlaantaker
K109771,K111508,medlaantaker
K123341,K103964,husstand
K113740,K113188,husstand
K136418,K125651,husstand
K121617,K139427,husstand
K103101,K139017,husstand
K104924,K129930,husstand
K104672,K134142,medlaantaker
K111206,K131621,medlaantaker
K123038,K105862,husstand
K108042,K128708,medlaantaker
K133263,K129527,husstand
K103564,K128369,husstand
K123824,K130208,husstand
K130241,K124696,medlaantaker
K137909,K108144,husstand
K131200,K110317,husstand
K107668,K110916,medlaantaker
K115429,K132746,medlaantaker
K113023,K109065,husstand
K126921,K112135,husstand
K101226,K120500,husstand
K134375,K111435,husstand
K128666,K138358,medlaantaker
K134562,K125442,husstand
K135931,K113300,husstand
K104585,K105366,husstand
K129932,K128487,husstand
K106180,K128611,husstand
K139725,K118600,husstand
K117423,K132136,husstand
K135729,K137246,husstand
K102198,K117102,husstand
K133489,K114679,medlaantaker
K137851,K107695,husstand
K139218,K125408,husstand
K131152,K100040,husstand
K105013,K116671,husstand
K125406,K134964,husstand
K104438,K107771,husstand
K104873,K106576,husstand
K111168,K115225,husstand
K138408,K128653,medlaantaker
K136532,K134027,husstand
K119188,K128041,husstand
K139422,K130079,husstand
K131342,K104714,husstand
K112746,K136627,husstand
K114959,K101282,husstand
K101186,K133667,husstand
K105915,K133726,medlaantaker
K110929,K128788,medlaantaker
K109835,K100840,medlaantaker
K107892,K111193,medlaantaker
K113260,K101938,husstand
K109933,K131623,medlaantaker
K137966,K122675,husstand
K127208,K120166,husstand
K132208,K100549,husstand
K101272,K105123,husstand
K113569,K139335,husstand
K118490,K135200,husstand
K138145,K109295,medlaantaker
K106362,K129032,husstand
K113338,K117755,husstand
K125026,K112774,husstand
K108974,K139701,medlaantaker
K129143,K126662,husstand
K117163,K112179,husstand
K130070,K123024,husstand
K120271,K123479,husstand
K117509,K119397,husstand
K125758,K129580,husstand
K134479,K134069,husstand
K113279,K109643,husstand
K113503,K100443,husstand
K129808,K122592,husstand
K100600,K106152,medlaantaker
K125950,K101284,husstand
K120600,K119816,husstand
K123464,K116199,medlaantaker
K119976,K113925,husstand
K119884,K123232,husstand
K119749,K111222,medlaantaker
K112158,K101703,husstand
K113965,K123622,husstand
K131924,K113683,husstand
K113160,K116306,medlaantaker
K101552,K113873,husstand
K111291,K107600,husstand
K121279,K125757,husstand
K134858,K122768,husstand
K125793,K134495,medlaantaker
K127380,K127449,husstand
K109260,K127162,medlaantaker
K102847,K124310,husstand
K104520,K107321,husstand
K106103,K127853,medlaantaker
K133881,K125226,husstand
K108266,K101381,husstand
K107207,K111915,husstand
K102432,K117255,husstand
K113538,K119959,husstand
K122206,K139849,husstand
K132680,K120146,husstand
K135717,K136234,medlaantaker
K133806,K101107,medlaantaker
K128668,K119239,husstand
K110911,K129221,husstand
K107909,K106519,husstand
K130355,K103237,medlaantaker
K133131,K139256,husstand
K123721,K135241,husstand
K126941,K134211,husstand
K135245,K137395,husstand
K123183,K100386,medlaantaker
K121649,K114055,medlaantaker
K109079,K105198,husstand
K116756,K103215,husstand
K114036,K125357,medlaantaker
K118725,K112624,husstand
K129510,K129958,medlaantaker
K122049,K139416,husstand
K137473,K124937,husstand
K131027,K109657,husstand
K123575,K123976,husstand
K106384,K123421,husstand
K123900,K106249,husstand
K111857,K124244,medlaantaker
K118943,K100183,medlaantaker
K134455,K113395,husstand
K122275,K114718,husstand
K106293,K122480,husstand
K112725,K137119,husstand
K120305,K105475,husstand
K133520,K115753,husstand
K127079,K106021,husstand
K129011,K112619,husstand
K129163,K114630,husstand
K129050,K120068,medlaantaker
K116378,K132500,husstand
K101652,K122672,husstand
K132100,K123473,husstand
K133815,K124172,husstand
K137263,K120604,medlaantaker
K106307,K124509,husstand
K105846,K123366,medlaantaker
K127765,K130634,husstand
K130397,K102136,husstand
K101100,K124687,medlaantaker
K132493,K138240,husstand
K102906,K111138,husstand
K123077,K108443,medlaantaker
K110786,K117130,husstand
K111518,K120033,husstand
K137157,K121505,husstand
K139287,K125836,husstand
K137091,K139635,husstand
K122554,K131419,husstand
K128728,K125270,husstand
K130268,K116071,husstand
K120793,K125047,husstand
K102978,K114413,husstand
K109800,K109726,husstand
K130498,K128086,husstand
K112667,K107145,husstand
K111467,K126722,medlaantaker
K108628,K127978,husstand
K128377,K116407,husstand
K121448,K139852,husstand
K130753,K119567,husstand
K138643,K119193,husstand
K108819,K103073,husstand
K133422,K121734,husstand
K125896,K124401,medlaantaker
K132867,K124529,husstand
K130371,K131606,medlaantaker
K130718,K119854,husstand
K110217,K136903,husstand
K103250,K105063,husstand
K109935,K120136,husstand
K126643,K134653,husstand
K109283,K106623,husstand
K102808,K101564,husstand
K104874,K120797,husstand
K136621,K116937,medlaantaker
K120985,K118934,husstand
K124218,K136347,husstand
K119374,K126019,husstand
K103958,K124987,husstand
K121533,K103643,medlaantaker
K115712,K109061,husstand
K131466,K125170,husstand
K132284,K122456,husstand
K119085,K113375,husstand
K114789,K135464,husstand
K113728,K128973,medlaantaker
K119140,K121882,husstand
K136531,K118248,husstand
K139210,K117427,husstand
K138481,K136626,husstand
K134291,K114045,husstand
K114705,K135887,husstand
K105387,K107099,husstand
K126408,K105038,husstand
K106440,K135221,husstand
K131548,K102705,husstand
K127425,K125167,husstand
K126732,K108777,husstand
K124269,K127344,husstand
K124279,K132629,husstand
K131810,K131693,husstand
K109625,K128304,husstand
K110001,K123706,husstand
K114609,K121301,medlaantaker
K132424,K118451,husstand
K130967,K105243,husstand
K104155,K105050,husstand
K116297,K123314,husstand
K104022,K125309,husstand
K105153,K136158,husstand
K114778,K113830,medlaantaker
K105596,K127767,husstand
K135757,K129128,husstand
K111667,K117024,medlaantaker
K114873,K124286,husstand
K135141,K125742,husstand
K139232,K100993,medlaantaker
K133403,K111067,husstand
K116427,K128771,husstand
K116857,K118637,husstand
K138442,K105116,medlaantaker
K106410,K113825,medlaantaker
K128848,K103870,husstand
K138826,K128431,husstand
K126808,K106532,husstand
K130131,K124649,husstand
K126935,K125392,husstand
K137792,K114750,husstand
K122609,K106045,husstand
K114845,K136373,husstand
K110100,K129699,husstand
K132611,K135377,husstand
K106082,K110452,husstand
K139785,K122438,husstand
K139749,K104149,husstand
K123848,K127745,husstand
K130375,K104693,husstand
K116711,K125910,husstand
K129798,K124625,medlaantaker
K138751,K118090,medlaantaker
K102305,K129111,medlaantaker
K134350,K137781,medlaantaker
K120487,K105821,husstand
K130147,K121444,husstand
K130069,K116131,husstand
K117250,K121631,husstand
K100903,K110922,medlaantaker
K138380,K112976,husstand
K110299,K113964,husstand
K139560,K106163,husstand
K105558,K137188,husstand
K102634,K128200,husstand
K129093,K136261,husstand
K128567,K133883,husstand
K129627,K120200,husstand
K110441,K105877,husstand
K114415,K116241,husstand
K137139,K137071,husstand
K123392,K134616,medlaantaker
K121864,K129277,medlaantaker
K118589,K136181,husstand
K110889,K132789,husstand
K121312,K113908,husstand
K111779,K111158,husstand
K138185,K121105,husstand
K113661,K125108,husstand
K125709,K123826,husstand
K103938,K139843,husstand
K114429,K135804,husstand
K101203,K103663,medlaantaker
K139770,K127656,husstand
K101954,K120361,husstand
K136860,K103028,husstand
K115660,K124611,husstand
K113216,K126793,husstand
K114686,K120325,husstand
K136524,K118452,medlaantaker
K135228,K112153,medlaantaker
K129881,K116492,husstand
K100544,K126278,husstand
K103261,K113142,husstand
K135567,K125109,husstand
K112894,K107285,husstand
K113333,K104223,husstand
K129308,K101940,medlaantaker
K135225,K135605,husstand
K115886,K106654,husstand
K118853,K104224,husstand
K135716,K126190,husstand
K103670,K114835,medlaantaker
K101696,K112433,husstand
K123258,K107121,medlaantaker
K124577,K135948,husstand
K109667,K126283,husstand
K117539,K117547,husstand
K126635,K120854,husstand
K126103,K139757,husstand
K114683,K123330,medlaantaker
K107223,K122603,husstand
K111204,K102241,husstand
K119018,K121523,husstand
K126418,K111221,husstand
K126290,K102598,husstand
K118889,K106635,husstand
K105636,K131758,husstand
K107927,K128972,husstand
K137148,K135923,husstand
K138360,K109401,medlaantaker
K100568,K110398,medlaantaker
K125559,K116658,medlaantaker
K104960,K123511,husstand
K130315,K112370,medlaantaker
K132316,K106852,husstand
K129084,K129514,husstand
K121828,K137338,husstand
K101757,K133400,husstand
K133284,K110369,husstand
K117971,K109320,husstand
K111583,K119747,husstand
K120602,K126596,husstand
K105674,K127997,husstand
K124904,K127995,medlaantaker
K100374,K128326,husstand
K127894,K119847,medlaantaker
K109907,K115669,medlaantaker
K122900,K130161,husstand
K102616,K114625,husstand
K113506,K118690,husstand
K100503,K120099,husstand
K116477,K137925,husstand
K129860,K118796,husstand
K118025,K134464,husstand
K124525,K114286,husstand
K110820,K138379,medlaantaker
K114603,K139928,husstand
K110105,K118858,husstand
K127990,K105852,medlaantaker
K102890,K130516,husstand
K136458,K111958,husstand
K135913,K111512,husstand
K115857,K112819,husstand
K110719,K121908,husstand
K120982,K139485,husstand
K109284,K131636,husstand
K135711,K139828,husstand
K134425,K101571,husstand
K133375,K108250,medlaantaker
K121280,K122630,husstand
K116365,K137963,husstand
K103027,K106158,husstand
K104419,K138792,medlaantaker
K134999,K117998,husstand
K130290,K101882,husstand
K137078,K135488,husstand
K117594,K110077,husstand
K137714,K114390,husstand
K122683,K123241,husstand
K119492,K123735,medlaantaker
K117191,K136563,husstand
K133379,K104626,husstand
K137390,K126201,husstand
K101250,K119022,husstand
K133824,K119985,husstand
K111570,K120928,husstand
K131378,K108137,husstand
K112839,K106706,medlaantaker
K127171,K102579,husstand
K101627,K106092,husstand
K133434,K110138,husstand
K103315,K138880,husstand
K113440,K107483,husstand
K112671,K122057,husstand
K115212,K109005,husstand
K116421,K109715,husstand
K115735,K126640,husstand
K133048,K131870,husstand
K117788,K135342,husstand
K128445,K123160,husstand
K110941,K103031,medlaantaker
K137516,K126294,medlaantaker
K113299,K123708,husstand
K102854,K124682,husstand
K126818,K130417,medlaantaker
K118552,K128456,husstand
K115516,K102674,medlaantaker
K115961,K134197,husstand
K114622,K103971,husstand
K137037,K112687,husstand
K107044,K127859,husstand
K108200,K122922,husstand
K111988,K139396,husstand
K119757,K123215,husstand
K125952,K100081,medlaantaker
K118932,K135955,medlaantaker
K130170,K113493,husstand
K102513,K116632,husstand
K136084,K127528,husstand
K110371,K136285,medlaantaker
K134870,K130619,husstand
K134939,K102611,husstand
K129233,K128898,husstand
K123850,K137064,medlaantaker
K116891,K103331,husstand
K124159,K127131,husstand
K127639,K127549,husstand
K105869,K139086,husstand
K132319,K134298,medlaantaker
K134321,K137899,medlaantaker
K102905,K128032,medlaantaker
K132740,K119641,husstand
K100226,K139690,husstand
K139660,K129613,medlaantaker
K107261,K131221,husstand
K128585,K126085,husstand
K136441,K133090,husstand
K125876,K104283,husstand
K119661,K134685,husstand
K115579,K122789,husstand
K120753,K128297,husstand
K120606,K111924,husstand
K122126,K119467,husstand
K128658,K117123,medlaantaker
K120675,K113393,husstand
K136380,K128075,husstand
K133576,K136958,husstand
K113374,K106439,medlaantaker
K111905,K101868,husstand
K114438,K127875,medlaantaker
K114019,K122863,husstand
K101060,K111140,husstand
K132598,K109769,husstand
K103656,K133368,medlaantaker
K109615,K116452,husstand
K129954,K102222,husstand
K125504,K121798,husstand
K128291,K108163,husstand
K118010,K103835,husstand
K112885,K128873,husstand
K125826,K127326,husstand
K107530,K128087,husstand
K101689,K117352,husstand
K100312,K115699,medlaantaker
K136672,K114330,medlaantaker
K123537,K106026,medlaantaker
K123884,K117779,husstand
K123545,K132529,medlaantaker
K103742,K130752,husstand
K134918,K138528,husstand
K124099,K138666,husstand
K104285,K120202,husstand
K118086,K135098,husstand
K127476,K119220,medlaantaker
K108039,K130056,husstand
K103222,K104740,husstand
K108826,K113880,husstand
K118787,K100187,husstand
K105629,K139362,husstand
K112083,K125600,husstand
K120658,K100668,medlaantaker
K112689,K112134,husstand
K125444,K105005,medlaantaker
K125970,K122244,husstand
K111822,K103808,medlaantaker
K124040,K113746,husstand
K129112,K100560,husstand
K130880,K102459,medlaantaker
K102824,K118936,medlaantaker
K113237,K104837,husstand
K113940,K135022,husstand
K124676,K137089,husstand
K133666,K108194,husstand
K107174,K137373,husstand
K116262,K135857,husstand
K127716,K105440,husstand
K136494,K118956,husstand
K114420,K122557,husstand
K104286,K128516,medlaantaker
K128348,K128593,husstand
K128135,K137892,husstand
K137638,K123302,medlaantaker
K113593,K111754,husstand
K112285,K129756,husstand
K136312,K115512,husstand
K125786,K133844,medlaantaker
K102440,K103653,husstand
K124270,K139241,husstand
K125082,K131100,husstand
K105900,K122874,husstand
K125564,K131798,husstand
K114165,K117888,husstand
K139948,K127719,husstand
K104562,K111082,husstand
K104523,K106652,medlaantaker
K105028,K138348,husstand
K120455,K133648,husstand
K117761,K126929,medlaantaker
K102087,K132236,husstand
K113729,K118904,husstand
K137149,K115630,husstand
K112779,K112893,medlaantaker
K133364,K138720,husstand
K119212,K125797,medlaantaker
K109234,K106126,husstand
K129574,K110425,husstand
K111679,K125370,husstand
K123542,K113388,husstand
K103747,K119991,medlaantaker
K128916,K120474,husstand
K135433,K107576,husstand
K120237,K105799,husstand
K105324,K131649,husstand
K104938,K113780,husstand
K129589,K123414,husstand
K120650,K120711,husstand
K125605,K105341,medlaantaker
K124650,K113682,husstand
K119579,K114879,husstand
K104560,K110913,husstand
K102171,K135184,husstand
K115811,K121379,husstand
K134127,K128532,medlaantaker
K110401,K127922,husstand
K127103,K110608,husstand
K128891,K139905,medlaantaker
K130538,K113063,medlaantaker
K137208,K105695,husstand
K135898,K100460,husstand
K126348,K136175,husstand
K137478,K117432,husstand
K118231,K136431,husstand
K121224,K122795,husstand
K102501,K125655,husstand
K133191,K110396,husstand
K120841,K115356,husstand
K131946,K113899,husstand
K126846,K117815,husstand
K124284,K108735,husstand
K134768,K127977,husstand
K103621,K134818,husstand
K139515,K132507,husstand
K134575,K102610,husstand
K116049,K134274,husstand
K123043,K134777,medlaantaker
K103235,K106063,husstand
K112719,K127807,husstand
K118154,K108862,husstand
K120492,K113183,husstand
K129792,K129767,medlaantaker
K111990,K116893,husstand
K112989,K107199,husstand
K114354,K116090,medlaantaker
K104567,K110570,medlaantaker
K121870,K133986,husstand
K124188,K116068,husstand
K128147,K128397,husstand
K136902,K138195,husstand
K119403,K103231,husstand
K113571,K129733,husstand
K113815,K138830,husstand
K113936,K120201,husstand
K126779,K119599,medlaantaker
K135099,K121736,husstand
K108414,K120406,husstand
K121437,K131933,husstand
K115306,K108112,husstand
K137362,K121773,husstand
K111669,K104540,husstand
K114181,K102450,medlaantaker
K132995,K128073,husstand
K119240,K132354,medlaantaker
K107993,K107152,husstand
K107388,K101795,husstand
K120172,K115450,medlaantaker
K121855,K111015,husstand
K112434,K138738,medlaantaker
K126857,K130599,medlaantaker
K106698,K131102,husstand
K118281,K117936,husstand
K132670,K131592,husstand
K130063,K123614,husstand
K137720,K121638,medlaantaker
K103189,K104846,husstand
K125030,K111790,husstand
K113894,K108545,husstand
K122663,K100489,husstand
K104417,K123228,medlaantaker
K101653,K132005,husstand
K102269,K138509,husstand
K105102,K131363,husstand
K117327,K121700,husstand
K105130,K114401,husstand
K134697,K126875,medlaantaker
K115702,K131598,husstand
K101430,K100811,husstand
K121584,K104010,medlaantaker
K115087,K110074,husstand
K131871,K130608,husstand
K133456,K129633,medlaantaker
K103044,K113349,medlaantaker
K110218,K138187,husstand
K122691,K100716,husstand
K133600,K120229,medlaantaker
K106651,K135034,husstand
K124216,K109897,husstand
K131969,K114693,husstand
K135294,K124014,husstand
K116488,K131942,husstand
K114486,K123481,husstand
K130141,K113331,husstand
K119186,K132931,medlaantaker
K128931,K109093,husstand
K115725,K123611,husstand
K114822,K103942,husstand
K119463,K115417,husstand
K104861,K116057,medlaantaker
K101883,K106044,husstand
K121948,K122847,husstand
K125779,K123198,medlaantaker
K132149,K114148,husstand
K105672,K129383,husstand
K137090,K106229,husstand
K135815,K110796,husstand
K136803,K116497,husstand
K119323,K124420,husstand
K129622,K116061,husstand
K104570,K131278,husstand
K131320,K122109,medlaantaker
K129291,K129847,husstand
K132970,K101452,husstand
K137545,K101085,husstand
K134527,K112063,husstand
K119012,K116921,husstand
K135862,K100896,husstand
K127829,K122323,husstand
K111555,K139847,medlaantaker
K101869,K123484,husstand
K100485,K109564,medlaantaker
K108087,K111252,husstand
K136684,K131968,husstand
K110255,K121512,husstand
K130883,K107064,husstand
K130920,K135329,husstand
K118774,K118253,husstand
K134673,K128509,medlaantaker
K119290,K120649,husstand
K105760,K100045,husstand
K120473,K113653,husstand
K133754,K137616,husstand
K100988,K107640,husstand
K129439,K116222,medlaantaker
K104092,K101721,husstand
K104487,K114222,husstand
K106136,K111921,husstand
K125169,K119566,husstand
K137124,K121012,husstand
K109747,K129040,husstand
K124655,K128783,husstand
K134326,K101048,husstand
K132785,K105897,husstand
K128952,K128220,medlaantaker
K118643,K112251,husstand
K114615,K133070,husstand
K110548,K110124,husstand
K102870,K122665,medlaantaker
K100936,K135252,husstand
K115185,K133152,husstand
K128594,K100136,husstand
K109526,K118174,husstand
K131500,K108705,husstand
K101980,K117199,husstand
K126202,K120789,husstand
K115133,K100726,husstand
K128300,K113788,husstand
K112829,K114328,husstand
K120333,K110292,husstand
K133658,K106145,husstand
K107597,K113348,husstand
K129017,K107946,husstand
K127672,K111701,husstand
K131624,K130882,medlaantaker
K118291,K127412,husstand
K111184,K126179,husstand
K110242,K102662,husstand
K101545,K124740,medlaantaker
K107295,K130194,husstand
K128017,K104511,husstand
K137642,K111558,husstand
K122147,K114494,husstand
K117638,K137135,husstand
K133879,K108330,husstand
K129546,K112824,husstand
K124560,K135809,husstand
K122162,K113191,husstand
K117180,K110437,husstand
K133759,K137872,husstand
K101416,K134257,husstand
K135230,K137528,husstand
K116606,K103344,husstand
K102363,K110315,husstand
K120554,K124731,husstand
K108650,K124162,husstand
K124715,K102247,husstand
K124778,K133170,husstand
K109580,K137279,husstand
K103468,K109980,medlaantaker
K122130,K130647,medlaantaker
K104660,K114381,husstand
K103925,K132432,medlaantaker
K116466,K121179,husstand
K107646,K134944,husstand
K129890,K103040,husstand
K107792,K106897,husstand
K133260,K102717,husstand
K132334,K128819,medlaantaker
K134761,K135570,medlaantaker
K110457,K115319,husstand
K124585,K138729,husstand
K128206,K127375,husstand
K125759,K124871,husstand
K137185,K137404,medlaantaker
K136940,K129417,husstand
K133867,K125629,husstand
K111948,K124642,husstand
K104667,K119386,husstand
K113806,K135800,husstand
K104076,K104440,husstand
K136537,K102249,husstand
K121356,K129559,husstand
K124327,K135639,husstand
K116169,K112386,husstand
K121772,K100073,husstand
K112610,K102438,husstand
K119211,K124774,husstand
K118635,K122318,husstand
K130840,K122216,husstand
K132674,K139676,husstand
K104762,K119631,husstand
K138173,K129785,husstand
K127483,K139141,medlaantaker
K112939,K108768,husstand
K110512,K116530,husstand
K119017,K117023,husstand
K131892,K126519,husstand
K119131,K106458,husstand
K102664,K105231,husstand
K106468,K132958,husstand
K122235,K116519,husstand
K130244,K136235,husstand
K127739,K106749,husstand
K100225,K132652,husstand
K118965,K124775,husstand
K134236,K135117,husstand
K135805,K101187,husstand
K128999,K118226,husstand
K132441,K135111,medlaantaker
K117954,K119491,husstand
K132293,K129526,husstand
K113407,K111809,husstand
K109610,K138456,husstand
K122228,K130710,husstand
K110033,K120644,husstand
K101821,K121674,husstand
K131095,K103119,medlaantaker
K112462,K124851,husstand
K124486,K132576,husstand
K133801,K131740,husstand
K138606,K105449,husstand
K117033,K114717,medlaantaker
K103526,K105457,husstand
K136157,K106872,husstand
K136666,K135687,husstand
K127455,K134174,medlaantaker
K132009,K136912,husstand
K113676,K119997,husstand
K139059,K113189,husstand
K121776,K122781,husstand
K124659,K115038,husstand
K103025,K111668,medlaantaker
K111594,K107018,husstand
K129189,K138473,husstand
K118735,K107898,husstand
K102671,K103943,husstand
K138973,K100199,medlaantaker
K117444,K109213,husstand
K121240,K126858,husstand
K135966,K106392,husstand
K113013,K127629,husstand
K127258,K121396,husstand
K106549,K134114,husstand
K138575,K101637,medlaantaker
K130350,K136386,husstand
K121317,K100348,husstand
K136776,K107978,husstand
K113924,K102080,husstand
K118733,K102783,husstand
K125679,K129337,husstand
K139400,K128531,medlaantaker
K114285,K134969,husstand
K130468,K119377,husstand
K107106,K126322,husstand
K109460,K121671,medlaantaker
K119970,K116594,medlaantaker
K103669,K133589,medlaantaker
K115872,K110525,husstand
K127508,K131144,husstand
K139615,K119311,husstand
K120296,K130427,husstand
K103578,K120977,husstand
K136082,K135399,husstand
K123792,K110421,husstand
K114040,K138304,medlaantaker
K100609,K117001,husstand
K107603,K138614,husstand
K132808,K100095,husstand
K106982,K100065,medlaantaker
K121756,K125035,husstand
K139035,K138217,husstand
K103560,K128151,medlaantaker
K128669,K116811,husstand
K110000,K130276,husstand
K125252,K122510,husstand
K138956,K110108,husstand
K110145,K101034,husstand
K101220,K108720,medlaantaker
K114377,K131960,medlaantaker
K119371,K104387,medlaantaker
K131817,K108245,husstand
K129866,K135160,medlaantaker
K120353,K128260,medlaantaker
K109207,K107507,husstand
K131412,K113810,husstand
K124369,K102356,husstand
K116794,K139565,medlaantaker
K109757,K118450,husstand
K115444,K131256,husstand
K119086,K131887,husstand
K101046,K129454,husstand
K139712,K139543,husstand
K118773,K113905,husstand
K131831,K127633,husstand
K136800,K126402,medlaantaker
K132344,K121328,medlaantaker
K117662,K112810,husstand
K110850,K103874,husstand
K100401,K130460,medlaantaker
K118405,K120421,husstand
K122674,K109492,husstand
K123827,K122880,husstand
K122090,K108056,husstand
K114922,K129402,husstand
K131694,K137836,husstand
K127669,K113584,husstand
K126906,K104786,husstand
K128542,K128475,husstand
K105859,K129731,husstand
K135680,K128409,husstand
K134568,K125981,husstand
K125951,K104959,husstand
K131615,K119584,husstand
K128435,K117693,husstand
K119784,K110277,husstand
K114727,K108935,husstand
K109797,K107057,husstand
K105256,K120667,husstand
K122265,K108980,medlaantaker
K124946,K117544,husstand
K110135,K112761,husstand
K115282,K137636,husstand
K113358,K124468,medlaantaker
K100121,K114166,husstand
K120504,K126534,husstand
K136339,K122225,husstand
K128153,K129915,husstand
K131283,K130269,husstand
K117830,K101861,husstand
K137435,K102872,husstand
K113465,K106595,husstand
K127537,K122884,husstand
K130671,K104050,husstand
K103091,K103017,medlaantaker
K132688,K139053,husstand
K127776,K137104,husstand
K138747,K108950,medlaantaker
K112887,K111316,husstand
K126033,K105849,husstand
K125706,K131108,husstand
K123404,K110654,husstand
K105425,K118967,husstand
K115510,K131523,medlaantaker
K139861,K125380,medlaantaker
K135002,K113723,husstand
K134329,K114709,husstand
K101045,K139961,husstand
K124319,K132969,husstand
K136588,K103104,medlaantaker
K129816,K109914,husstand
K100068,K131003,medlaantaker
K131688,K107844,husstand
K126384,K112851,medlaantaker
K125898,K138665,husstand
K102849,K128480,husstand
K114920,K112098,husstand
K128692,K131169,husstand
K101934,K110409,husstand
K129149,K113727,husstand
K125129,K117866,medlaantaker
K115168,K112322,husstand
K133683,K106611,husstand
K130856,K100604,husstand
K135766,K128747,husstand
K138791,K104893,medlaantaker
K137691,K107299,husstand
K132342,K120953,husstand
K126172,K118720,husstand
K120484,K135884,husstand
K120390,K126491,husstand
K115181,K108278,husstand
K119549,K122245,husstand
K101369,K132069,husstand
K118130,K129213,husstand
K131908,K114453,husstand
K130709,K104921,medlaantaker
K117222,K130837,medlaantaker
K103723,K129240,husstand
K120722,K125680,husstand
K114821,K113127,husstand
K125053,K114672,husstand
K110828,K107421,husstand
K111768,K119841,medlaantaker
K134840,K139030,husstand
K100048,K102970,medlaantaker
K112869,K139977,husstand
K135417,K111816,husstand
K108287,K133590,husstand
K124565,K138316,husstand
K129606,K130983,husstand
K133864,K109435,medlaantaker
K123438,K108804,husstand
K129211,K115247,husstand
K118433,K112799,husstand
K112536,K100832,medlaantaker
K124504,K124324,husstand
K138780,K136877,husstand
K131668,K133473,medlaantaker
K128732,K128035,medlaantaker
K104772,K124427,husstand
K118436,K126193,husstand
K118152,K129205,husstand
K107474,K109312,husstand
K101708,K121942,husstand
K122322,K117265,husstand
K111374,K107379,husstand
K108896,K104302,husstand
K121126,K113620,medlaantaker
K118576,K125958,husstand
K111040,K103904,husstand
K138160,K137127,husstand
K121987,K105968,medlaantaker
K135474,K104206,husstand
K108429,K139644,husstand
K124899,K131665,husstand
K105801,K138179,husstand
K123361,K134719,husstand
K122198,K135429,husstand
K107231,K121259,husstand
K107303,K102833,husstand
K115694,K139196,husstand
K136325,K111576,husstand
K104021,K137291,husstand
K118895,K121189,husstand
K107795,K111426,husstand
K126926,K135000,husstand
K113539,K109587,husstand
K120900,K102102,husstand
K135021,K128112,husstand
K105591,K109525,husstand
K101714,K106400,husstand
K108753,K137200,husstand
K123780,K118162,medlaantaker
K119308,K113950,husstand
K101290,K112267,husstand
K106169,K115843,medlaantaker
K112551,K121273,husstand
K103845,K135876,husstand
K110618,K129656,medlaantaker
K138787,K123905,husstand
K122626,K138477,husstand
K106614,K131559,husstand
K132253,K107753,medlaantaker
K101244,K109508,medlaantaker
K107612,K134838,husstand
K124433,K132533,husstand
K122071,K113898,medlaantaker
K112084,K116737,husstand
K132125,K129470,husstand
K101970,K125844,husstand
K112175,K105565,husstand
K116018,K111592,husstand
K110699,K131021,husstand
K132001,K130953,husstand
K103126,K137253,husstand
K135924,K132544,husstand
K107872,K110715,medlaantaker
K124010,K120217,husstand
K100627,K110853,husstand
K130356,K121979,husstand
K119420,K120065,husstand
K105485,K105944,husstand
K102891,K138903,husstand
K128303,K130971,medlaantaker
K107019,K103612,husstand
K102997,K130832,medlaantaker
K128389,K132244,husstand
K133950,K115604,husstand
K112091,K135609,husstand
K101942,K139191,husstand
K107182,K134716,husstand
K123037,K119154,husstand
K126422,K125938,husstand
K114039,K137317,medlaantaker
K126560,K135451,medlaantaker
K102364,K121344,husstand
K123165,K114096,husstand
K120783,K138947,medlaantaker
K111170,K136204,husstand
