kunde_id;alder;fylke;kundeforhold_aar;antall_produkter;antall_produkter_naa;har_kundeprogram;laanebalanse;rente_boliglaan;innskudd;raadgiversamtaler_12mnd;avslutningsgebyr;avgang_6mnd
K100971;44,0;Rogaland;7,6;1;0;nei;1758000,0;5,65;10800,0;1;1101,0;1
K126151;55,0;Rogaland;5,6;1;1;nei;2214000,0;5,56;45900,0;0;;0
K105157;54,0;Telemark;5,7;2;2;JA;2207000,0;4,82;19500,0;0;;0
K134900;43,0;Agder;8,2;1;1;JA;0,0;;126200,0;1;;0
K113875;36,0;Vestfold;9,6;2;1;1;4485000,0;5,83;68600,0;0;;0
K106895;32,0;Rogaland;2,7;1;1;Nei;2382000,0;5,44;327100,0;0;;0
K118500;59,0;Vestfold;1,1;8;7;JA;6584000,0;5,53;27100,0;0;1322,0;1
K119725;74,0;Rogaland;8,2;5;5;Nei;3022000,0;5,4;28400,0;0;;0
K117814;29,0;Rogaland;8,4;2;2;ja;0,0;;127800,0;1;;0
K122888;33,0;Agder;4,3;4;4;Ja;0,0;;135500,0;1;;0
K135115;57,0;Telemark;12,1;3;3;Ja;795000,0;5,25;275500,0;1;;0
K115655;48,0;Vestland;3,1;2;2;0;2346000,0;5,26;21800,0;1;;0
K139782;66,0;Vestfold;1,6;3;3;1;2404000,0;5,69;64400,0;0;;0
K102083;49,0;Telemark;0,2;8;8;nei;0,0;;27000,0;1;;0
K101726;31,0;Vestfold;3,6;1;2;JA;3479000,0;5,64;107200,0;1;;0
K100709;56,0;Rogaland;4,2;2;2;nei;2071000,0;5,25;16400,0;0;;0
K114853;57,0;Rogaland;2,4;4;4;JA;3397000,0;5,97;33400,0;1;;0
K116760;39,0;Agder;1,1;4;2;1;4588000,0;5,2;382300,0;1;1044,0;1
K112267;32,0;Rogaland;6,3;5;5;nei;1455000,0;5,79;238300,0;0;970,0;1
K115029;49,0;Rogaland;6,4;2;2;1;936000,0;5,41;139900,0;0;;0
K124875;57,0;Agder;9,7;2;2;Ja;2441000,0;5,73;20000,0;0;;0
K127547;51,0;Agder;2,4;3;1;Nei;1904000,0;5,58;256300,0;0;1263,0;1
K107068;45,0;Vestfold;1,1;2;3;JA;1834000,0;6,08;97000,0;0;;0
K130334;25,0;Agder;21,8;3;3;1;1115000,0;5,47;123700,0;0;;0
K112956;64,0;Vestland;1,4;3;3;ja;2008000,0;5,16;45900,0;1;;0
K113552;61,0;Rogaland;15,5;1;1;ja;4830000,0;5,14;68900,0;0;;0
K110310;43,0;Rogaland;4,7;2;2;nei;0,0;;338900,0;0;;0
K102110;52,0;Vestfold;2,0;3;3;Ja;3944000,0;5,3;25500,0;0;;0
K114555;47,0;Rogaland;5,8;7;7;0;0,0;;79200,0;1;;0
K102698;52,0;Vestfold;0,8;4;5;Nei;2475000,0;5,83;35000,0;0;;0
K130641;54,0;Agder;3,1;4;2;ja;3688000,0;5,23;93500,0;1;1509,0;1
K101672;48,0;Vestfold;3,0;5;5;JA;2674000,0;5,41;50100,0;1;;0
K103611;;Agder;1,7;3;3;Ja;0,0;;39900,0;1;;0
K113245;64,0;Vestland;26,2;1;1;nei;999000,0;4,54;36200,0;2;;0
K120728;56,0;Agder;12,3;4;4;Ja;0,0;;254600,0;0;;0
K113106;49,0;Rogaland;11,5;6;6;ja;0,0;;37500,0;0;;0
K134527;18,0;Telemark;1,3;3;3;0;0,0;;185300,0;1;;0
K120415;31,0;Agder;3,9;3;2;Ja;4266000,0;5,35;1283200,0;0;;0
K103047;54,0;Vestfold;37,5;2;2;JA;0,0;;159500,0;0;;0
K119925;51,0;Rogaland;1,8;2;2;1;1445000,0;5,53;196100,0;1;;0
K135807;54,0;Rogaland;6,9;5;5;JA;0,0;;939700,0;1;;0
K115534;42,0;Rogaland;1,7;4;4;1;1769000,0;5,34;148700,0;1;;0
K138621;18,0;Vestland;17,5;3;4;nei;1994000,0;5,19;239000,0;0;;0
K122504;63,0;Agder;26,8;5;5;ja;0,0;;124600,0;1;;0
K121322;79,0;Rogaland;3,1;3;2;JA;0,0;;100100,0;0;;0
K116560;92,0;Vestland;3,0;3;3;JA;1583000,0;5,54;52800,0;2;;0
K100511;41,0;Agder;19,3;5;5;Nei;2218000,0;6,07;473300,0;1;;0
K132800;39,0;Vestfold;6,4;5;5;ja;3760000,0;4,94;50600,0;1;;0
K134782;57,0;Rogaland;1,2;5;5;ja;0,0;;144700,0;0;;0
K130621;65,0;Agder;4,0;5;4;ja;3169000,0;5,5;355500,0;0;;0
K133616;53,0;Agder;1,1;2;2;JA;1278000,0;5,83;108100,0;2;;0
K138880;51,0;Rogaland;10,2;3;3;ja;717000,0;5,43;229400,0;0;;0
K103194;44,0;Rogaland;11,8;2;2;JA;846000,0;5,15;59100,0;0;;0
K118603;58,0;Telemark;4,7;4;4;Nei;3460000,0;6,1;43100,0;0;;0
K107194;35,0;Telemark;4,1;1;1;1;2910000,0;5,16;60200,0;0;;0
K112111;27,0;Rogaland;0,4;7;7;nei;0,0;;123000,0;0;;0
K106406;39,0;Agder;0,2;2;2;Ja;0,0;;200800,0;0;;0
K102288;62,0;Rogaland;3,1;3;3;1;0,0;;119200,0;2;;0
K134232;36,0;Vestfold;1,4;4;4;nei;0,0;;40400,0;1;;0
K111821;43,0;Vestfold;9,5;5;4;ja;0,0;;343500,0;1;;0
K132473;61,0;Rogaland;0,9;2;2;Ja;3045000,0;5,61;165900,0;1;;0
K136609;31,0;Agder;7,3;2;2;Ja;1060000,0;5,79;321700,0;0;;0
K128174;47,0;Rogaland;3,8;2;0;0;1967000,0;5,75;29100,0;1;1041,0;1
K111729;70,0;Rogaland;5,6;1;2;Ja;0,0;;11400,0;0;;0
K138520;40,0;Rogaland;6,6;5;5;1;1323000,0;4,49;231100,0;1;;0
K110795;26,0;Vestfold;5,8;4;3;Ja;0,0;;21300,0;1;;0
K104392;29,0;Oslo;6,0;4;4;JA;1459000,0;5,57;199500,0;0;;0
K124529;55,0;Rogaland;17,2;2;1;JA;0,0;;309600,0;0;;0
K129565;18,0;Vestfold;8,4;6;6;0;1509000,0;5,87;96000,0;0;;0
K128024;33,0;Vestland;4,6;3;3;1;2154000,0;5,58;87100,0;0;;0
K118673;53,0;Telemark;22,2;2;2;0;0,0;;35000,0;1;;0
K120122;24,0;Agder;15,8;4;4;1;825000,0;5,46;263100,0;0;922,0;1
K116630;50,0;Telemark;3,5;5;4;JA;0,0;;24400,0;0;;0
K112724;47,0;Rogaland;2,7;5;5;Nei;2483000,0;5,82;20800,0;0;;0
K139156;54,0;Rogaland;6,5;3;3;nei;1259000,0;5,74;51500,0;0;;0
K105582;70,0;Agder;13,7;3;2;0;2020000,0;5,2;9100,0;0;;0
K128500;63,0;Rogaland;9,7;3;3;nei;1274000,0;5,37;52800,0;1;;0
K106882;59,0;Rogaland;7,4;3;3;JA;3404000,0;5,22;231900,0;0;1310,0;1
K127483;64,0;Agder;13,3;3;3;nei;1995000,0;5,36;46100,0;0;;0
K133362;42,0;Agder;9,1;4;3;Ja;0,0;;33800,0;1;;0
K121730;62,0;Agder;10,3;5;5;0;0,0;;210100,0;0;;0
K138871;58,0;Telemark;2,9;2;2;1;831000,0;5,37;143200,0;1;;0
K113175;30,0;Vestland;14,0;2;2;0;0,0;;259300,0;0;;0
K130661;57,0;Agder;3,8;2;2;nei;3537000,0;5,32;212400,0;1;;0
K127544;20,0;Rogaland;12,0;3;3;Ja;0,0;;24200,0;0;;0
K119798;38,0;Vestfold;1,6;5;5;nei;0,0;;115900,0;0;;0
K127908;;Rogaland;2,7;3;2;Nei;1819000,0;5,37;182600,0;1;;0
K126074;36,0;Rogaland;7,7;6;6;JA;3265000,0;5,54;223900,0;0;;0
K101755;56,0;Rogaland;35,3;4;4;1;0,0;;62100,0;1;;0
K108687;37,0;Vestfold;0,3;4;5;nei;1003000,0;4,77;203400,0;1;;0
K116962;66,0;Rogaland;14,5;2;2;Ja;1933000,0;5,33;9200,0;0;;0
K125816;44,0;Telemark;3,2;2;3;ja;2600000,0;5,64;1131500,0;0;;0
K111439;59,0;Rogaland;8,4;1;1;1;3379000,0;5,17;32400,0;2;;0
K113945;44,0;Agder;1,5;4;4;Ja;925000,0;5,42;101900,0;0;;0
K109664;37,0;Vestland;3,4;5;5;0;4624000,0;4,86;277500,0;0;;0
K122643;76,0;Vestfold;1,1;4;4;JA;2104000,0;5,84;25500,0;1;;0
K105168;62,0;Oslo;6,0;4;5;Ja;1226000,0;5,08;75900,0;0;;0
K114699;59,0;Vestfold;12,5;2;2;nei;0,0;;10000,0;0;;0
K110927;39,0;Rogaland;14,5;4;4;nei;5313000,0;5,14;113200,0;1;;0
K134442;28,0;Telemark;3,8;3;1;Ja;0,0;;93500,0;0;505,0;1
K133803;;Oslo;18,8;3;3;nei;0,0;;74000,0;0;;0
K111568;49,0;Rogaland;6,6;1;0;0;1621000,0;5,68;109000,0;0;966,0;1
K139475;45,0;Rogaland;8,1;4;4;JA;2927000,0;5,32;71000,0;0;1229,0;1
K111723;30,0;Rogaland;2,2;3;0;1;0,0;;107100,0;0;987,0;1
K131277;89,0;Agder;1,7;4;4;ja;0,0;;177900,0;0;;0
K118101;46,0;Rogaland;5,8;4;4;1;0,0;;75000,0;1;;0
K129632;;Rogaland;11,4;1;1;JA;0,0;;87600,0;0;;0
K120998;41,0;Telemark;18,8;2;2;0;1606000,0;5,21;207300,0;1;;0
K137652;;Vestfold;15,1;2;0;0;2062000,0;5,94;69700,0;0;915,0;1
K122958;58,0;Vestland;2,8;3;3;Nei;5236000,0;5,91;7700,0;0;;0
K136302;57,0;Telemark;9,3;2;1;nei;1753000,0;5,83;232500,0;0;;0
K106880;19,0;Rogaland;5,7;4;4;JA;0,0;;170900,0;0;;0
K109345;44,0;Oslo;19,6;4;4;0;2823000,0;4,83;111400,0;0;;0
K137235;41,0;Telemark;17,5;3;3;JA;1791000,0;5,33;145400,0;0;;0
K125415;18,0;Rogaland;1,0;1;0;Ja;0,0;;1194200,0;0;1186,0;1
K123907;68,0;Agder;0,2;3;3;JA;1260000,0;5,58;241700,0;0;;0
K112681;40,0;Rogaland;2,0;1;1;ja;919000,0;5,3;46000,0;0;;0
K111357;38,0;Rogaland;6,4;3;3;ja;3807000,0;6,29;98400,0;2;;0
K105936;28,0;Rogaland;1,5;1;1;ja;2082000,0;5,06;38600,0;0;;0
K101308;18,0;Agder;9,4;2;0;Ja;0,0;;151100,0;0;1633,0;1
K128059;37,0;Vestfold;21,2;2;2;0;1236000,0;5,39;56000,0;0;;0
K120892;48,0;Telemark;15,6;2;2;0;3146000,0;5,35;163100,0;1;;0
K138040;33,0;Rogaland;11,8;3;3;Nei;0,0;;478800,0;0;;0
K130616;60,0;Vestfold;1,3;5;4;0;790000,0;5,13;123200,0;0;1050,0;1
K130672;36,0;Agder;26,4;6;6;Ja;1878000,0;4,95;446000,0;0;;0
K113781;33,0;Rogaland;9,6;4;3;nei;1017000,0;5,0;21700,0;1;;0
K128641;59,0;Vestland;7,9;3;2;Nei;1169000,0;5,63;49100,0;0;936,0;1
K134880;53,0;Vestland;2,0;4;4;ja;561000,0;5,12;90200,0;0;;0
K114799;29,0;Oslo;5,7;2;1;1;0,0;;93800,0;0;;0
K126573;43,0;Agder;20,5;3;2;JA;1721000,0;5,33;107900,0;0;;0
K135093;58,0;Vestfold;23,4;2;1;JA;1345000,0;5,38;152800,0;1;;0
K130459;53,0;Agder;6,0;3;3;JA;0,0;;80900,0;0;;0
K123803;30,0;Vestfold;0,7;1;1;ja;4099000,0;5,94;39100,0;0;;0
K108711;37,0;Rogaland;19,6;3;3;Ja;0,0;;102300,0;0;;0
K110502;36,0;Rogaland;5,3;3;3;Ja;1007000,0;4,89;116400,0;1;;0
K109611;57,0;Rogaland;4,3;4;4;0;1118000,0;5,69;93000,0;1;;0
K113580;56,0;Agder;7,5;3;3;ja;737000,0;4,72;140700,0;0;;0
K113522;46,0;Rogaland;1,6;1;1;ja;0,0;;223500,0;1;;0
K122671;44,0;Agder;1,7;5;5;Ja;4165000,0;6,01;20800,0;0;;0
K130504;52,0;Agder;3,0;2;3;Ja;0,0;;142600,0;0;;0
K113738;63,0;Telemark;21,2;3;3;Ja;0,0;;185700,0;1;;0
K101532;62,0;Rogaland;3,0;2;2;nei;2389000,0;5,73;108100,0;1;;0
K104418;52,0;Telemark;3,2;3;3;nei;0,0;;194800,0;0;;0
K135239;;Agder;18,1;3;2;Nei;2862000,0;5,6;143700,0;0;1369,0;1
K101781;48,0;Vestfold;3,8;3;3;Nei;0,0;;38000,0;1;;0
K132723;40,0;Oslo;3,2;3;3;0;944000,0;4,94;433700,0;1;;0
K134991;40,0;Vestfold;7,5;5;5;JA;2015000,0;4,85;150500,0;1;;0
K108237;;Oslo;6,3;2;3;nei;0,0;;48200,0;0;;0
K115809;31,0;Agder;5,8;4;4;Nei;3920000,0;5,63;71100,0;2;;0
K134125;31,0;Vestfold;3,3;4;4;JA;0,0;;461300,0;1;;0
K108316;54,0;Vestfold;2,7;3;3;1;0,0;;109500,0;0;;0
K118688;65,0;Agder;2,1;3;3;Ja;1250000,0;5,26;45900,0;0;;0
K135160;20,0;Rogaland;10,6;4;4;0;9046000,0;4,68;213000,0;0;;0
K122142;52,0;Rogaland;6,8;3;3;0;4559000,0;5,58;75100,0;0;;0
K125100;18,0;Agder;3,9;4;4;Nei;0,0;;64200,0;0;;0
K119771;45,0;Agder;3,5;5;5;ja;0,0;;78200,0;0;;0
K108560;62,0;Agder;25,6;3;4;ja;5199000,0;5,44;703100,0;0;;0
K117205;73,0;Oslo;0,2;2;2;Ja;2837000,0;5,37;33300,0;0;;0
K128811;50,0;Telemark;4,2;3;3;1;0,0;;16400,0;0;;0
K116761;26,0;Agder;2,8;1;1;Ja;0,0;;323900,0;2;;0
K103049;69,0;Rogaland;9,1;1;1;ja;674000,0;5,29;394500,0;0;;0
K115423;52,0;Rogaland;8,3;2;2;JA;0,0;;86300,0;1;;0
K100509;53,0;Rogaland;15,9;1;1;Ja;2504000,0;5,34;14700,0;0;;0
K111671;59,0;Vestland;0,9;2;2;0;0,0;;97100,0;1;;0
K120770;32,0;Rogaland;3,2;3;3;Nei;1391000,0;5,45;30300,0;0;;0
K117037;25,0;Telemark;8,4;2;2;ja;713000,0;5,64;38900,0;0;679,0;1
K120066;53,0;Vestfold;7,9;1;1;Ja;2218000,0;4,72;199500,0;1;;0
K116479;48,0;Agder;3,0;3;4;nei;2065000,0;5,53;54600,0;0;;0
K103968;36,0;Vestfold;4,1;1;2;Ja;1840000,0;5,28;76600,0;0;;0
K112699;40,0;Agder;5,4;1;1;nei;1640000,0;5,82;50900,0;0;;0
K136746;62,0;Vestland;3,3;3;3;0;2607000,0;4,54;36100,0;0;;0
K116852;57,0;Vestfold;9,2;2;2;JA;2334000,0;5,82;135300,0;0;;0
K103666;46,0;Telemark;22,9;3;3;JA;2213000,0;5,01;89900,0;0;;0
K116219;45,0;Vestfold;7,4;2;2;ja;0,0;;106400,0;0;;0
K124148;29,0;Telemark;7,2;5;4;1;1802000,0;5,27;83400,0;0;;0
K104104;40,0;Rogaland;16,5;4;4;Ja;2705000,0;4,86;24200,0;3;;0
K104742;44,0;Rogaland;2,1;3;4;ja;2466000,0;5,21;15700,0;0;;0
K128616;75,0;Oslo;16,7;1;1;1;0,0;;189800,0;0;;0
K131360;;Agder;15,4;2;2;0;1238000,0;4,76;49500,0;0;;0
K133544;33,0;Rogaland;21,3;2;0;0;4112000,0;5,86;5100,0;1;686,0;1
K133247;58,0;Rogaland;6,7;3;3;nei;3330000,0;5,92;135100,0;0;;0
K132873;59,0;Rogaland;7,8;3;3;Nei;2011000,0;5,12;169400,0;0;;0
K106524;49,0;Rogaland;17,5;5;5;JA;0,0;;41400,0;0;;0
K108116;55,0;Telemark;12,3;3;3;1;0,0;;19500,0;2;;0
K121878;48,0;Rogaland;1,4;4;4;ja;2249000,0;5,15;99300,0;0;;0
K113021;55,0;Rogaland;32,4;3;3;Nei;0,0;;126000,0;0;;0
K105623;19,0;Rogaland;4,0;3;3;0;1246000,0;6,04;623800,0;0;;0
K106419;44,0;Agder;9,2;3;3;Ja;0,0;;49300,0;0;;0
K116679;51,0;Telemark;24,3;2;2;ja;0,0;;22400,0;0;;0
K132633;57,0;Rogaland;8,3;1;1;Nei;0,0;;107700,0;1;;0
K114841;46,0;Agder;1,6;5;6;ja;2696000,0;4,77;239100,0;0;;0
K133223;60,0;Rogaland;1,1;2;3;nei;769000,0;5,42;10200,0;0;;0
K115345;60,0;Rogaland;2,5;3;3;Ja;1653000,0;5,59;115600,0;0;;0
K109823;47,0;Oslo;0,5;3;3;Nei;1485000,0;5,96;269300,0;0;;0
K137699;77,0;Oslo;8,3;5;5;JA;1559000,0;6,16;257900,0;2;;0
K104200;33,0;Agder;13,7;2;2;0;1203000,0;5,4;75400,0;0;;0
K132513;68,0;Telemark;0,3;1;2;Ja;0,0;;48500,0;2;;0
K104038;35,0;Agder;9,1;2;2;nei;936000,0;5,79;7600,0;1;;0
K135945;37,0;Vestfold;7,4;5;4;JA;0,0;;13360600,0;0;;0
K137413;41,0;Rogaland;8,6;6;6;ja;1384000,0;4,98;9500,0;0;;0
K137754;48,0;Rogaland;13,6;2;2;Nei;2171000,0;5,07;105900,0;1;;0
K125380;44,0;Rogaland;3,6;4;4;Nei;1980000,0;5,36;92500,0;0;;0
K102102;35,0;Rogaland;11,6;2;2;Ja;1151000,0;4,84;216000,0;0;;0
K113384;65,0;Agder;9,7;4;4;Ja;2788000,0;5,49;377900,0;1;;0
K112702;45,0;Rogaland;9,8;6;6;JA;0,0;;124400,0;0;;0
K113314;49,0;Oslo;12,7;1;1;1;0,0;;51100,0;0;;0
K133266;22,0;Rogaland;16,4;3;3;nei;1084000,0;4,81;103900,0;0;;0
K134622;43,0;Vestland;10,3;4;4;Nei;1132000,0;5,24;92400,0;0;;0
K120746;69,0;Vestland;20,2;2;2;Nei;2160000,0;5,62;139200,0;2;;0
K109955;;Vestfold;1,5;5;5;0;0,0;;796500,0;3;;0
K105104;47,0;Vestland;1,9;3;3;Nei;0,0;;226300,0;0;;0
K124064;33,0;Vestfold;3,4;4;4;0;0,0;;190400,0;1;;0
K112011;51,0;Agder;2,1;4;5;1;0,0;;14400,0;0;;0
K118026;29,0;Oslo;5,3;4;4;nei;1101000,0;5,85;18400,0;2;;0
K129018;38,0;Telemark;4,5;3;3;JA;0,0;;109700,0;1;;0
K122322;58,0;Rogaland;1,3;3;3;ja;0,0;;196800,0;0;;0
K119736;34,0;Rogaland;0,6;4;3;Ja;4678000,0;5,44;167900,0;0;;0
K121870;63,0;Vestfold;8,4;3;4;1;2164000,0;5,0;82700,0;0;;0
K106870;44,0;Oslo;15,2;3;3;JA;2252000,0;4,7;57600,0;0;;0
K134936;78,0;Vestfold;8,2;2;2;Ja;0,0;;79500,0;0;;0
K123851;68,0;Telemark;5,7;4;4;JA;1481000,0;5,95;329300,0;0;;0
K126370;52,0;Rogaland;0,9;3;3;1;0,0;;27900,0;0;;0
K112622;77,0;Vestfold;6,6;6;6;0;0,0;;1050200,0;1;;0
K139571;46,0;Vestfold;2,0;3;3;0;1692000,0;5,86;23000,0;0;892,0;1
K124448;28,0;Agder;4,6;4;4;1;0,0;;201900,0;0;;0
K113430;18,0;Agder;4,6;5;5;ja;0,0;;121800,0;2;;0
K110929;;Telemark;0,3;2;1;0;4275000,0;5,45;16300,0;1;;0
K124118;44,0;Vestland;6,0;4;4;Ja;4724000,0;6,03;101200,0;0;;0
K125640;56,0;Oslo;33,6;3;3;0;1332000,0;5,72;66700,0;1;;0
K110996;72,0;Telemark;6,4;2;0;nei;1836000,0;5,25;17500,0;0;1195,0;1
K139192;54,0;Rogaland;2,8;2;2;nei;0,0;;179300,0;1;1581,0;1
K110075;18,0;Telemark;1,7;5;5;0;5083000,0;5,58;200000,0;0;;0
K102380;42,0;Agder;9,4;2;2;JA;1470000,0;5,39;34400,0;1;;0
K129407;50,0;Rogaland;8,9;6;6;nei;2586000,0;5,11;19500,0;0;;0
K119178;47,0;Rogaland;4,7;5;5;0;0,0;;33000,0;0;;0
K100850;40,0;Rogaland;9,4;3;3;0;601000,0;5,98;120600,0;0;;0
K105024;39,0;Agder;5,2;7;7;Ja;4792000,0;5,29;340100,0;0;;0
K117109;48,0;Vestfold;3,5;2;2;Ja;2075000,0;6,15;7800,0;1;;0
K119663;35,0;Rogaland;3,7;1;1;ja;2929000,0;6,14;311100,0;0;;0
K116517;38,0;Vestfold;4,8;2;2;Ja;0,0;;51400,0;0;;0
K135145;54,0;Oslo;8,0;3;3;1;3190000,0;5,23;38600,0;0;;0
K119042;51,0;Rogaland;29,1;1;1;0;1625000,0;5,34;171500,0;0;;0
K131150;48,0;Rogaland;9,1;2;3;Nei;0,0;;149800,0;1;;0
K118728;49,0;Rogaland;0,9;4;4;Ja;0,0;;63500,0;1;;0
K127843;52,0;Telemark;5,4;4;4;Ja;0,0;;52800,0;0;;0
K129046;18,0;Vestfold;7,4;2;2;nei;2394000,0;5,32;147700,0;0;;0
K118689;62,0;Rogaland;1,9;1;1;Ja;977000,0;5,4;60600,0;1;;0
K122905;31,0;Vestfold;11,4;1;1;ja;2395000,0;5,29;22700,0;0;;0
K137472;49,0;Rogaland;10,3;3;3;nei;0,0;;30600,0;0;;0
K103535;25,0;Rogaland;5,4;3;3;JA;0,0;;62200,0;0;;0
K125273;50,0;Agder;16,2;6;6;ja;0,0;;37000,0;1;;0
K131785;30,0;Rogaland;0,2;2;2;Nei;1453000,0;5,51;186700,0;0;;0
K128405;48,0;Vestfold;7,0;2;2;nei;665000,0;5,27;1409100,0;0;;0
K115099;51,0;Telemark;22,8;3;3;JA;4800000,0;5,1;104300,0;2;;0
K128189;65,0;Telemark;6,6;3;4;nei;0,0;;430400,0;0;;0
K119536;45,0;Rogaland;8,4;2;2;0;0,0;;7500,0;1;;0
K120370;29,0;Rogaland;4,6;4;4;JA;2320000,0;6,14;189200,0;0;;0
K100717;57,0;Vestfold;5,8;5;5;nei;0,0;;48400,0;0;;0
K104150;40,0;Oslo;1,6;3;1;0;1907000,0;6,11;146700,0;0;846,0;1
K110007;21,0;Rogaland;40,0;2;2;JA;0,0;;29500,0;1;;0
K118428;54,0;Rogaland;1,2;1;1;nei;3138000,0;5,78;448400,0;0;;0
K117366;18,0;Oslo;36,3;3;2;0;2390000,0;5,32;158900,0;0;;0
K118811;50,0;Rogaland;2,9;4;4;Nei;2084000,0;5,17;195000,0;0;;0
K117721;33,0;Telemark;3,4;2;1;0;1942000,0;5,61;174400,0;0;;0
K122221;46,0;Rogaland;2,8;5;5;ja;0,0;;22200,0;1;;0
K130958;18,0;Rogaland;14,1;2;2;nei;0,0;;30300,0;0;;0
K130162;34,0;Telemark;16,0;3;2;JA;3911000,0;5,96;753800,0;2;;0
K118036;44,0;Agder;3,2;2;2;nei;0,0;;216800,0;0;;0
K116382;39,0;Vestfold;1,5;1;0;1;0,0;;1211600,0;0;1546,0;1
K115670;;Agder;8,3;4;4;nei;0,0;;12700,0;0;;0
K121045;;Agder;4,1;2;2;Nei;0,0;;44600,0;0;;0
K100537;64,0;Telemark;10,4;1;1;nei;1578000,0;5,36;23500,0;2;;0
K114688;65,0;Rogaland;1,3;3;4;Nei;2458000,0;5,62;184500,0;0;;0
K136205;24,0;Rogaland;2,2;2;2;nei;0,0;;456800,0;0;1565,0;1
K129126;25,0;Rogaland;0,4;2;2;JA;1187000,0;5,07;93500,0;1;;0
K113249;66,0;Vestfold;2,9;3;3;0;3182000,0;6,0;100700,0;1;;0
K117537;41,0;Agder;5,1;4;4;nei;0,0;;116600,0;0;;0
K117207;41,0;Rogaland;0,2;3;3;nei;3236000,0;5,17;226200,0;0;;0
K109493;48,0;Agder;27,6;1;1;Ja;1782000,0;5,94;60200,0;1;;0
K121908;30,0;Vestfold;10,7;1;1;Nei;2552000,0;5,66;69900,0;1;;0
K128194;81,0;Vestland;8,8;1;1;JA;6231000,0;5,49;19100,0;0;1205,0;1
K139017;24,0;Vestfold;11,1;5;5;Nei;1682000,0;5,69;113300,0;0;;0
K137494;23,0;Vestland;4,2;4;4;0;0,0;;90200,0;0;;0
K107156;49,0;Rogaland;5,6;4;4;Ja;0,0;;16100,0;0;;0
K128750;40,0;Vestland;4,6;4;4;nei;4803000,0;5,99;47900,0;0;999,0;1
K106301;35,0;Agder;2,0;5;5;Ja;6442000,0;5,8;298800,0;1;;0
K112214;33,0;Telemark;4,4;4;4;1;1626000,0;6,07;148000,0;0;;0
K113098;37,0;Rogaland;1,0;3;3;Ja;2156000,0;5,86;154100,0;0;;0
K121695;44,0;Vestfold;7,8;1;1;Ja;1604000,0;5,66;178000,0;0;;0
K134366;40,0;Telemark;9,6;2;2;JA;4603000,0;5,2;73100,0;1;;0
K124584;26,0;Vestland;0,9;1;1;Nei;3214000,0;5,64;59900,0;1;;0
K118233;47,0;Rogaland;1,8;2;1;Ja;3017000,0;5,57;82400,0;1;1011,0;1
K112369;58,0;Vestfold;0,5;4;1;nei;0,0;;244700,0;0;1194,0;1
K109725;18,0;Vestfold;1,1;6;6;0;5007000,0;5,0;46600,0;0;;0
K102746;63,0;Rogaland;7,5;4;3;0;0,0;;57800,0;1;;0
K135168;51,0;Rogaland;4,9;5;5;1;1909000,0;5,41;196100,0;1;;0
K130168;57,0;Rogaland;6,1;2;2;0;0,0;;253100,0;0;;0
K117918;67,0;Telemark;0,6;4;4;0;1737000,0;4,93;302200,0;0;;0
K119930;37,0;Rogaland;22,5;4;4;Nei;0,0;;492400,0;1;;0
K135850;55,0;Telemark;3,6;5;5;1;0,0;;102400,0;1;;0
K120857;;Vestfold;39,5;2;2;1;801000,0;5,63;270500,0;0;;0
K133459;68,0;Telemark;4,5;2;1;Nei;1175000,0;5,8;301100,0;0;;0
K106820;44,0;Agder;4,6;5;3;Ja;0,0;;225300,0;0;1419,0;1
K101163;22,0;Rogaland;16,4;1;1;Ja;0,0;;124200,0;1;;0
K127149;47,0;Agder;0,4;1;1;Nei;0,0;;233300,0;0;;0
K137797;31,0;Rogaland;1,8;3;3;JA;0,0;;84400,0;0;;0
K107021;65,0;Agder;0,9;3;3;Nei;2212000,0;5,1;141900,0;0;;0
K111663;79,0;Agder;11,9;4;3;ja;0,0;;91700,0;0;;0
K119423;35,0;Oslo;10,1;1;1;Ja;2417000,0;5,12;143100,0;1;;0
K103036;48,0;Rogaland;19,6;3;3;nei;0,0;;469500,0;0;;0
K107096;25,0;Vestfold;6,1;3;3;Nei;1027000,0;5,24;54600,0;1;;0
K137942;38,0;Rogaland;7,6;4;4;nei;2498000,0;5,82;19100,0;0;;0
K128073;46,0;Rogaland;3,8;3;4;1;3049000,0;5,2;131200,0;0;;0
K130469;30,0;Rogaland;15,5;3;2;Nei;0,0;;11100,0;0;;0
K123218;44,0;Rogaland;6,9;2;2;1;0,0;;97400,0;0;;0
K136280;44,0;Agder;27,6;2;2;JA;0,0;;386500,0;0;;0
K122514;;Agder;10,5;2;2;Ja;0,0;;208200,0;0;;0
K116566;;Vestfold;3,9;1;1;1;882000,0;5,34;191200,0;2;;0
K110136;30,0;Rogaland;4,3;3;3;JA;1056000,0;5,54;459300,0;0;;0
K111499;46,0;Vestfold;1,3;1;1;Ja;0,0;;100900,0;0;;0
K121373;64,0;Agder;0,9;1;1;ja;0,0;;173700,0;0;;0
K115354;34,0;Vestfold;11,0;1;1;ja;847000,0;5,79;27300,0;1;;0
K101216;18,0;Vestland;14,9;1;0;0;1586000,0;5,48;17300,0;1;1115,0;1
K109176;45,0;Rogaland;22,2;3;3;Ja;0,0;;142600,0;0;;0
K107034;39,0;Rogaland;4,5;2;2;nei;2128000,0;5,73;44000,0;0;;0
